loc_idx,s1,s2
297,96.5,2.5000000000000004
298,97.5,2.5000000000000004
299,98.5,2.5000000000000004
300,99.5,2.5000000000000004
301,0.5,3.5
302,1.5000000000000002,3.5
303,2.5000000000000004,3.5
304,3.5,3.5
305,4.500000000000001,3.5
306,5.5,3.5
307,6.5,3.5
308,7.5,3.5
309,8.500000000000002,3.5
310,9.5,3.5
311,10.5,3.5
312,11.5,3.5
313,12.5,3.5
314,13.500000000000002,3.5
315,14.5,3.5
316,15.5,3.5
317,16.500000000000004,3.5
318,17.5,3.5
319,18.5,3.5
320,19.5,3.5
321,20.5,3.5
322,21.5,3.5
323,22.5,3.5
324,23.5,3.5
325,24.5,3.5
326,25.5,3.5
327,26.500000000000004,3.5
328,27.499999999999996,3.5
329,28.5,3.5
330,29.5,3.5
331,30.5,3.5
332,31.5,3.5
333,32.50000000000001,3.5
334,33.5,3.5
335,34.5,3.5
336,35.5,3.5
337,36.5,3.5
338,37.50000000000001,3.5
339,38.5,3.5
340,39.5,3.5
341,40.5,3.5
342,41.5,3.5
343,42.5,3.5
344,43.5,3.5
345,44.5,3.5
346,45.5,3.5
347,46.5,3.5
348,47.5,3.5
349,48.5,3.5
350,49.5,3.5
351,50.5,3.5
352,51.5,3.5
353,52.50000000000001,3.5
354,53.5,3.5
355,54.49999999999999,3.5
356,55.5,3.5
357,56.5,3.5
358,57.5,3.5
359,58.5,3.5
360,59.49999999999999,3.5
361,60.5,3.5
362,61.49999999999999,3.5
363,62.5,3.5
364,63.5,3.5
365,64.50000000000001,3.5
366,65.5,3.5
367,66.5,3.5
368,67.50000000000001,3.5
369,68.5,3.5
370,69.50000000000001,3.5
371,70.5,3.5
372,71.5,3.5
373,72.5,3.5
374,73.5,3.5
375,74.50000000000001,3.5
376,75.5,3.5
377,76.5,3.5
378,77.5,3.5
379,78.5,3.5
380,79.5,3.5
381,80.5,3.5
382,81.50000000000001,3.5
383,82.5,3.5
384,83.5,3.5
385,84.5,3.5
386,85.5,3.5
387,86.5,3.5
388,87.5,3.5
389,88.5,3.5
390,89.5,3.5
391,90.5,3.5
392,91.5,3.5
393,92.5,3.5
394,93.5,3.5
395,94.5,3.5
396,95.5,3.5
397,96.5,3.5
398,97.5,3.5
399,98.5,3.5
400,99.5,3.5
401,0.5,4.500000000000001
402,1.5000000000000002,4.500000000000001
403,2.5000000000000004,4.500000000000001
404,3.5,4.500000000000001
405,4.500000000000001,4.500000000000001
406,5.5,4.500000000000001
407,6.5,4.500000000000001
408,7.5,4.500000000000001
409,8.500000000000002,4.500000000000001
410,9.5,4.500000000000001
411,10.5,4.500000000000001
412,11.5,4.500000000000001
413,12.5,4.500000000000001
414,13.500000000000002,4.500000000000001
415,14.5,4.500000000000001
416,15.5,4.500000000000001
417,16.500000000000004,4.500000000000001
418,17.5,4.500000000000001
419,18.5,4.500000000000001
420,19.5,4.500000000000001
421,20.5,4.500000000000001
422,21.5,4.500000000000001
423,22.5,4.500000000000001
424,23.5,4.500000000000001
425,24.5,4.500000000000001
426,25.5,4.500000000000001
427,26.500000000000004,4.500000000000001
428,27.499999999999996,4.500000000000001
429,28.5,4.500000000000001
430,29.5,4.500000000000001
431,30.5,4.500000000000001
432,31.5,4.500000000000001
433,32.50000000000001,4.500000000000001
434,33.5,4.500000000000001
435,34.5,4.500000000000001
436,35.5,4.500000000000001
437,36.5,4.500000000000001
438,37.50000000000001,4.500000000000001
439,38.5,4.500000000000001
440,39.5,4.500000000000001
441,40.5,4.500000000000001
442,41.5,4.500000000000001
443,42.5,4.500000000000001
444,43.5,4.500000000000001
445,44.5,4.500000000000001
446,45.5,4.500000000000001
447,46.5,4.500000000000001
448,47.5,4.500000000000001
449,48.5,4.500000000000001
450,49.5,4.500000000000001
451,50.5,4.500000000000001
452,51.5,4.500000000000001
453,52.50000000000001,4.500000000000001
454,53.5,4.500000000000001
455,54.49999999999999,4.500000000000001
456,55.5,4.500000000000001
457,56.5,4.500000000000001
458,57.5,4.500000000000001
459,58.5,4.500000000000001
460,59.49999999999999,4.500000000000001
461,60.5,4.500000000000001
462,61.49999999999999,4.500000000000001
463,62.5,4.500000000000001
464,63.5,4.500000000000001
465,64.50000000000001,4.500000000000001
466,65.5,4.500000000000001
467,66.5,4.500000000000001
468,67.50000000000001,4.500000000000001
469,68.5,4.500000000000001
470,69.50000000000001,4.500000000000001
471,70.5,4.500000000000001
472,71.5,4.500000000000001
473,72.5,4.500000000000001
474,73.5,4.500000000000001
475,74.50000000000001,4.500000000000001
476,75.5,4.500000000000001
477,76.5,4.500000000000001
478,77.5,4.500000000000001
479,78.5,4.500000000000001
480,79.5,4.500000000000001
481,80.5,4.500000000000001
482,81.50000000000001,4.500000000000001
483,82.5,4.500000000000001
484,83.5,4.500000000000001
485,84.5,4.500000000000001
486,85.5,4.500000000000001
487,86.5,4.500000000000001
488,87.5,4.500000000000001
489,88.5,4.500000000000001
490,89.5,4.500000000000001
491,90.5,4.500000000000001
492,91.5,4.500000000000001
493,92.5,4.500000000000001
494,93.5,4.500000000000001
495,94.5,4.500000000000001
496,95.5,4.500000000000001
497,96.5,4.500000000000001
498,97.5,4.500000000000001
499,98.5,4.500000000000001
500,99.5,4.500000000000001
501,0.5,5.5
502,1.5000000000000002,5.5
503,2.5000000000000004,5.5
504,3.5,5.5
505,4.500000000000001,5.5
506,5.5,5.5
507,6.5,5.5
508,7.5,5.5
509,8.500000000000002,5.5
510,9.5,5.5
511,10.5,5.5
512,11.5,5.5
513,12.5,5.5
514,13.500000000000002,5.5
515,14.5,5.5
516,15.5,5.5
517,16.500000000000004,5.5
518,17.5,5.5
519,18.5,5.5
520,19.5,5.5
521,20.5,5.5
522,21.5,5.5
523,22.5,5.5
524,23.5,5.5
525,24.5,5.5
526,25.5,5.5
527,26.500000000000004,5.5
528,27.499999999999996,5.5
529,28.5,5.5
530,29.5,5.5
531,30.5,5.5
532,31.5,5.5
533,32.50000000000001,5.5
534,33.5,5.5
535,34.5,5.5
536,35.5,5.5
537,36.5,5.5
538,37.50000000000001,5.5
539,38.5,5.5
540,39.5,5.5
541,40.5,5.5
542,41.5,5.5
543,42.5,5.5
544,43.5,5.5
545,44.5,5.5
546,45.5,5.5
547,46.5,5.5
548,47.5,5.5
549,48.5,5.5
550,49.5,5.5
551,50.5,5.5
552,51.5,5.5
553,52.50000000000001,5.5
554,53.5,5.5
555,54.49999999999999,5.5
556,55.5,5.5
557,56.5,5.5
558,57.5,5.5
559,58.5,5.5
560,59.49999999999999,5.5
561,60.5,5.5
562,61.49999999999999,5.5
563,62.5,5.5
564,63.5,5.5
565,64.50000000000001,5.5
566,65.5,5.5
567,66.5,5.5
568,67.50000000000001,5.5
569,68.5,5.5
570,69.50000000000001,5.5
571,70.5,5.5
572,71.5,5.5
573,72.5,5.5
574,73.5,5.5
575,74.50000000000001,5.5
576,75.5,5.5
577,76.5,5.5
578,77.5,5.5
579,78.5,5.5
580,79.5,5.5
581,80.5,5.5
582,81.50000000000001,5.5
583,82.5,5.5
584,83.5,5.5
585,84.5,5.5
586,85.5,5.5
587,86.5,5.5
588,87.5,5.5
589,88.5,5.5
590,89.5,5.5
591,90.5,5.5
592,91.5,5.5
593,92.5,5.5
594,93.5,5.5
595,94.5,5.5
596,95.5,5.5
597,96.5,5.5
598,97.5,5.5
599,98.5,5.5
600,99.5,5.5
601,0.5,6.5
602,1.5000000000000002,6.5
603,2.5000000000000004,6.5
604,3.5,6.5
605,4.500000000000001,6.5
606,5.5,6.5
607,6.5,6.5
608,7.5,6.5
609,8.500000000000002,6.5
610,9.5,6.5
611,10.5,6.5
612,11.5,6.5
613,12.5,6.5
614,13.500000000000002,6.5
615,14.5,6.5
616,15.5,6.5
617,16.500000000000004,6.5
618,17.5,6.5
619,18.5,6.5
620,19.5,6.5
621,20.5,6.5
622,21.5,6.5
623,22.5,6.5
624,23.5,6.5
625,24.5,6.5
626,25.5,6.5
627,26.500000000000004,6.5
628,27.499999999999996,6.5
629,28.5,6.5
630,29.5,6.5
631,30.5,6.5
632,31.5,6.5
633,32.50000000000001,6.5
634,33.5,6.5
635,34.5,6.5
636,35.5,6.5
637,36.5,6.5
638,37.50000000000001,6.5
639,38.5,6.5
640,39.5,6.5
641,40.5,6.5
642,41.5,6.5
643,42.5,6.5
644,43.5,6.5
645,44.5,6.5
646,45.5,6.5
647,46.5,6.5
648,47.5,6.5
649,48.5,6.5
650,49.5,6.5
651,50.5,6.5
652,51.5,6.5
653,52.50000000000001,6.5
654,53.5,6.5
655,54.49999999999999,6.5
656,55.5,6.5
657,56.5,6.5
658,57.5,6.5
659,58.5,6.5
660,59.49999999999999,6.5
661,60.5,6.5
662,61.49999999999999,6.5
663,62.5,6.5
664,63.5,6.5
665,64.50000000000001,6.5
666,65.5,6.5
667,66.5,6.5
668,67.50000000000001,6.5
669,68.5,6.5
670,69.50000000000001,6.5
671,70.5,6.5
672,71.5,6.5
673,72.5,6.5
674,73.5,6.5
675,74.50000000000001,6.5
676,75.5,6.5
677,76.5,6.5
678,77.5,6.5
679,78.5,6.5
680,79.5,6.5
681,80.5,6.5
682,81.50000000000001,6.5
683,82.5,6.5
684,83.5,6.5
685,84.5,6.5
686,85.5,6.5
687,86.5,6.5
688,87.5,6.5
689,88.5,6.5
690,89.5,6.5
691,90.5,6.5
692,91.5,6.5
693,92.5,6.5
694,93.5,6.5
695,94.5,6.5
696,95.5,6.5
697,96.5,6.5
698,97.5,6.5
699,98.5,6.5
700,99.5,6.5
701,0.5,7.5
702,1.5000000000000002,7.5
703,2.5000000000000004,7.5
704,3.5,7.5
705,4.500000000000001,7.5
706,5.5,7.5
707,6.5,7.5
708,7.5,7.5
709,8.500000000000002,7.5
710,9.5,7.5
711,10.5,7.5
712,11.5,7.5
713,12.5,7.5
714,13.500000000000002,7.5
715,14.5,7.5
716,15.5,7.5
717,16.500000000000004,7.5
718,17.5,7.5
719,18.5,7.5
720,19.5,7.5
721,20.5,7.5
722,21.5,7.5
723,22.5,7.5
724,23.5,7.5
725,24.5,7.5
726,25.5,7.5
727,26.500000000000004,7.5
728,27.499999999999996,7.5
729,28.5,7.5
730,29.5,7.5
731,30.5,7.5
732,31.5,7.5
733,32.50000000000001,7.5
734,33.5,7.5
735,34.5,7.5
736,35.5,7.5
737,36.5,7.5
738,37.50000000000001,7.5
739,38.5,7.5
740,39.5,7.5
741,40.5,7.5
742,41.5,7.5
743,42.5,7.5
744,43.5,7.5
745,44.5,7.5
746,45.5,7.5
747,46.5,7.5
748,47.5,7.5
749,48.5,7.5
750,49.5,7.5
751,50.5,7.5
752,51.5,7.5
753,52.50000000000001,7.5
754,53.5,7.5
755,54.49999999999999,7.5
756,55.5,7.5
757,56.5,7.5
758,57.5,7.5
759,58.5,7.5
760,59.49999999999999,7.5
761,60.5,7.5
762,61.49999999999999,7.5
763,62.5,7.5
764,63.5,7.5
765,64.50000000000001,7.5
766,65.5,7.5
767,66.5,7.5
768,67.50000000000001,7.5
769,68.5,7.5
770,69.50000000000001,7.5
771,70.5,7.5
772,71.5,7.5
773,72.5,7.5
774,73.5,7.5
775,74.50000000000001,7.5
776,75.5,7.5
777,76.5,7.5
778,77.5,7.5
779,78.5,7.5
780,79.5,7.5
781,80.5,7.5
782,81.50000000000001,7.5
783,82.5,7.5
784,83.5,7.5
785,84.5,7.5
786,85.5,7.5
787,86.5,7.5
788,87.5,7.5
789,88.5,7.5
790,89.5,7.5
791,90.5,7.5
792,91.5,7.5
793,92.5,7.5
794,93.5,7.5
795,94.5,7.5
796,95.5,7.5
797,96.5,7.5
798,97.5,7.5
799,98.5,7.5
800,99.5,7.5
801,0.5,8.500000000000002
802,1.5000000000000002,8.500000000000002
803,2.5000000000000004,8.500000000000002
804,3.5,8.500000000000002
805,4.500000000000001,8.500000000000002
806,5.5,8.500000000000002
807,6.5,8.500000000000002
808,7.5,8.500000000000002
809,8.500000000000002,8.500000000000002
810,9.5,8.500000000000002
811,10.5,8.500000000000002
812,11.5,8.500000000000002
813,12.5,8.500000000000002
814,13.500000000000002,8.500000000000002
815,14.5,8.500000000000002
816,15.5,8.500000000000002
817,16.500000000000004,8.500000000000002
818,17.5,8.500000000000002
819,18.5,8.500000000000002
820,19.5,8.500000000000002
821,20.5,8.500000000000002
822,21.5,8.500000000000002
823,22.5,8.500000000000002
824,23.5,8.500000000000002
825,24.5,8.500000000000002
826,25.5,8.500000000000002
827,26.500000000000004,8.500000000000002
828,27.499999999999996,8.500000000000002
829,28.5,8.500000000000002
830,29.5,8.500000000000002
831,30.5,8.500000000000002
832,31.5,8.500000000000002
833,32.50000000000001,8.500000000000002
834,33.5,8.500000000000002
835,34.5,8.500000000000002
836,35.5,8.500000000000002
837,36.5,8.500000000000002
838,37.50000000000001,8.500000000000002
839,38.5,8.500000000000002
840,39.5,8.500000000000002
841,40.5,8.500000000000002
842,41.5,8.500000000000002
843,42.5,8.500000000000002
844,43.5,8.500000000000002
845,44.5,8.500000000000002
846,45.5,8.500000000000002
847,46.5,8.500000000000002
848,47.5,8.500000000000002
849,48.5,8.500000000000002
850,49.5,8.500000000000002
851,50.5,8.500000000000002
852,51.5,8.500000000000002
853,52.50000000000001,8.500000000000002
854,53.5,8.500000000000002
855,54.49999999999999,8.500000000000002
856,55.5,8.500000000000002
857,56.5,8.500000000000002
858,57.5,8.500000000000002
859,58.5,8.500000000000002
860,59.49999999999999,8.500000000000002
861,60.5,8.500000000000002
862,61.49999999999999,8.500000000000002
863,62.5,8.500000000000002
864,63.5,8.500000000000002
865,64.50000000000001,8.500000000000002
866,65.5,8.500000000000002
867,66.5,8.500000000000002
868,67.50000000000001,8.500000000000002
869,68.5,8.500000000000002
870,69.50000000000001,8.500000000000002
871,70.5,8.500000000000002
872,71.5,8.500000000000002
873,72.5,8.500000000000002
874,73.5,8.500000000000002
875,74.50000000000001,8.500000000000002
876,75.5,8.500000000000002
877,76.5,8.500000000000002
878,77.5,8.500000000000002
879,78.5,8.500000000000002
880,79.5,8.500000000000002
881,80.5,8.500000000000002
882,81.50000000000001,8.500000000000002
883,82.5,8.500000000000002
884,83.5,8.500000000000002
885,84.5,8.500000000000002
886,85.5,8.500000000000002
887,86.5,8.500000000000002
888,87.5,8.500000000000002
889,88.5,8.500000000000002
890,89.5,8.500000000000002
891,90.5,8.500000000000002
892,91.5,8.500000000000002
893,92.5,8.500000000000002
894,93.5,8.500000000000002
895,94.5,8.500000000000002
896,95.5,8.500000000000002
897,96.5,8.500000000000002
898,97.5,8.500000000000002
899,98.5,8.500000000000002
900,99.5,8.500000000000002
901,0.5,9.5
902,1.5000000000000002,9.5
903,2.5000000000000004,9.5
904,3.5,9.5
905,4.500000000000001,9.5
906,5.5,9.5
907,6.5,9.5
908,7.5,9.5
909,8.500000000000002,9.5
910,9.5,9.5
911,10.5,9.5
912,11.5,9.5
913,12.5,9.5
914,13.500000000000002,9.5
915,14.5,9.5
916,15.5,9.5
917,16.500000000000004,9.5
918,17.5,9.5
919,18.5,9.5
920,19.5,9.5
921,20.5,9.5
922,21.5,9.5
923,22.5,9.5
924,23.5,9.5
925,24.5,9.5
926,25.5,9.5
927,26.500000000000004,9.5
928,27.499999999999996,9.5
929,28.5,9.5
930,29.5,9.5
931,30.5,9.5
932,31.5,9.5
933,32.50000000000001,9.5
934,33.5,9.5
935,34.5,9.5
936,35.5,9.5
937,36.5,9.5
938,37.50000000000001,9.5
939,38.5,9.5
940,39.5,9.5
941,40.5,9.5
942,41.5,9.5
943,42.5,9.5
944,43.5,9.5
945,44.5,9.5
946,45.5,9.5
947,46.5,9.5
948,47.5,9.5
949,48.5,9.5
950,49.5,9.5
951,50.5,9.5
952,51.5,9.5
953,52.50000000000001,9.5
954,53.5,9.5
955,54.49999999999999,9.5
956,55.5,9.5
957,56.5,9.5
958,57.5,9.5
959,58.5,9.5
960,59.49999999999999,9.5
961,60.5,9.5
962,61.49999999999999,9.5
963,62.5,9.5
964,63.5,9.5
965,64.50000000000001,9.5
966,65.5,9.5
967,66.5,9.5
968,67.50000000000001,9.5
969,68.5,9.5
970,69.50000000000001,9.5
971,70.5,9.5
972,71.5,9.5
973,72.5,9.5
974,73.5,9.5
975,74.50000000000001,9.5
976,75.5,9.5
977,76.5,9.5
978,77.5,9.5
979,78.5,9.5
980,79.5,9.5
981,80.5,9.5
982,81.50000000000001,9.5
983,82.5,9.5
984,83.5,9.5
985,84.5,9.5
986,85.5,9.5
987,86.5,9.5
988,87.5,9.5
989,88.5,9.5
990,89.5,9.5
991,90.5,9.5
992,91.5,9.5
993,92.5,9.5
994,93.5,9.5
995,94.5,9.5
996,95.5,9.5
997,96.5,9.5
998,97.5,9.5
999,98.5,9.5
1000,99.5,9.5
1001,0.5,10.5
1002,1.5000000000000002,10.5
1003,2.5000000000000004,10.5
1004,3.5,10.5
1005,4.500000000000001,10.5
1006,5.5,10.5
1007,6.5,10.5
1008,7.5,10.5
1009,8.500000000000002,10.5
1010,9.5,10.5
1011,10.5,10.5
1012,11.5,10.5
1013,12.5,10.5
1014,13.500000000000002,10.5
1015,14.5,10.5
1016,15.5,10.5
1017,16.500000000000004,10.5
1018,17.5,10.5
1019,18.5,10.5
1020,19.5,10.5
1021,20.5,10.5
1022,21.5,10.5
1023,22.5,10.5
1024,23.5,10.5
1025,24.5,10.5
1026,25.5,10.5
1027,26.500000000000004,10.5
1028,27.499999999999996,10.5
1029,28.5,10.5
1030,29.5,10.5
1031,30.5,10.5
1032,31.5,10.5
1033,32.50000000000001,10.5
1034,33.5,10.5
1035,34.5,10.5
1036,35.5,10.5
1037,36.5,10.5
1038,37.50000000000001,10.5
1039,38.5,10.5
1040,39.5,10.5
1041,40.5,10.5
1042,41.5,10.5
1043,42.5,10.5
1044,43.5,10.5
1045,44.5,10.5
1046,45.5,10.5
1047,46.5,10.5
1048,47.5,10.5
1049,48.5,10.5
1050,49.5,10.5
1051,50.5,10.5
1052,51.5,10.5
1053,52.50000000000001,10.5
1054,53.5,10.5
1055,54.49999999999999,10.5
1056,55.5,10.5
1057,56.5,10.5
1058,57.5,10.5
1059,58.5,10.5
1060,59.49999999999999,10.5
1061,60.5,10.5
1062,61.49999999999999,10.5
1063,62.5,10.5
1064,63.5,10.5
1065,64.50000000000001,10.5
1066,65.5,10.5
1067,66.5,10.5
1068,67.50000000000001,10.5
1069,68.5,10.5
1070,69.50000000000001,10.5
1071,70.5,10.5
1072,71.5,10.5
1073,72.5,10.5
1074,73.5,10.5
1075,74.50000000000001,10.5
1076,75.5,10.5
1077,76.5,10.5
1078,77.5,10.5
1079,78.5,10.5
1080,79.5,10.5
1081,80.5,10.5
1082,81.50000000000001,10.5
1083,82.5,10.5
1084,83.5,10.5
1085,84.5,10.5
1086,85.5,10.5
1087,86.5,10.5
1088,87.5,10.5
1089,88.5,10.5
1090,89.5,10.5
1091,90.5,10.5
1092,91.5,10.5
1093,92.5,10.5
1094,93.5,10.5
1095,94.5,10.5
1096,95.5,10.5
1097,96.5,10.5
1098,97.5,10.5
1099,98.5,10.5
1100,99.5,10.5
1101,0.5,11.5
1102,1.5000000000000002,11.5
1103,2.5000000000000004,11.5
1104,3.5,11.5
1105,4.500000000000001,11.5
1106,5.5,11.5
1107,6.5,11.5
1108,7.5,11.5
1109,8.500000000000002,11.5
1110,9.5,11.5
1111,10.5,11.5
1112,11.5,11.5
1113,12.5,11.5
1114,13.500000000000002,11.5
1115,14.5,11.5
1116,15.5,11.5
1117,16.500000000000004,11.5
